Time;Trial;Scene;Modality;PosX;PosZ;Speed;Steer;Throttle;Brake;TTC;PredCrashX;PredCrashZ;CrashAngle
43.482;10;C2B;Multimodal;-216.980;-288.121;0.17;0.022;0.000;0.000;68455.59;-216.965;-279.206;66.5
43.584;10;C2B;Multimodal;-216.980;-288.120;0.05;0.022;0.000;0.000;48827.56;-216.980;-288.120;66.5
