ParticipantID: P001
Time;PosX;PosZ;Speed;Steer;Throttle;BrakeF;TTC;PredCrashX;PredCrashZ;CrashAngle
22.498;-97.223;-79.433;20.44;0.000;0.000;0.000;3.528;-40.977;-78.932;38.8
22.508;-97.019;-79.431;20.41;0.000;0.000;0.000;3.525;-40.958;-78.932;38.9
22.518;-96.815;-79.429;20.38;0.000;0.000;0.000;3.523;-40.940;-78.932;39.0
22.528;-96.611;-79.428;20.36;0.000;0.000;0.000;3.520;-40.921;-78.932;39.0
22.538;-96.408;-79.426;20.33;0.000;0.000;0.000;3.519;-40.906;-78.931;39.1
22.548;-96.205;-79.424;20.31;0.000;0.000;0.000;3.517;-40.889;-78.931;39.2
22.558;-96.002;-79.422;20.28;0.000;0.000;0.000;3.514;-40.872;-78.931;39.3
22.568;-95.799;-79.420;20.25;0.000;0.000;0.000;3.512;-40.854;-78.931;39.4
22.578;-95.597;-79.419;20.23;0.000;0.000;0.000;3.509;-40.829;-78.931;39.5
22.588;-95.395;-79.417;20.20;0.000;0.000;0.000;3.507;-40.812;-78.931;39.6
22.598;-95.193;-79.415;20.17;0.000;0.000;0.000;3.504;-40.794;-78.931;39.7
22.608;-94.991;-79.413;20.15;0.000;0.000;0.000;3.502;-40.778;-78.930;39.8
22.618;-94.790;-79.411;20.12;0.000;0.000;0.000;3.499;-40.764;-78.930;39.9
22.628;-94.589;-79.410;20.10;0.000;0.000;0.000;3.496;-40.749;-78.930;40.0
22.638;-94.388;-79.408;20.07;0.000;0.000;0.000;3.493;-40.729;-78.930;40.1
22.648;-94.188;-79.406;20.04;-0.022;0.000;0.000;3.490;-40.714;-78.930;40.2
22.658;-93.987;-79.404;20.02;-0.022;0.000;0.000;3.489;-40.704;-78.927;40.3
22.668;-93.787;-79.402;19.99;-0.022;0.000;0.000;3.485;-40.695;-78.923;40.4
22.678;-93.588;-79.401;19.97;-0.022;0.000;0.000;3.482;-40.677;-78.918;40.5
22.688;-93.388;-79.399;19.94;-0.022;0.000;0.000;3.480;-40.658;-78.912;40.7
22.698;-93.189;-79.397;19.92;-0.022;0.000;0.000;3.477;-40.646;-78.906;40.8
22.708;-92.990;-79.395;19.89;-0.022;0.000;0.000;3.474;-40.635;-78.900;40.9
22.718;-92.791;-79.393;19.86;-0.022;0.000;0.000;3.471;-40.625;-78.893;41.1
22.728;-92.593;-79.391;19.84;-0.022;0.000;0.000;3.468;-40.617;-78.885;41.2
22.738;-92.394;-79.389;19.81;-0.022;0.000;0.000;3.466;-40.608;-78.880;41.3
22.748;-92.196;-79.387;19.79;-0.022;0.000;0.000;3.463;-40.600;-78.871;41.5
22.758;-91.999;-79.385;19.77;-0.022;0.000;0.000;3.461;-40.589;-78.862;41.6
22.768;-91.801;-79.383;19.74;-0.022;0.000;0.000;3.458;-40.579;-78.851;41.8
22.778;-91.604;-79.381;19.71;-0.022;0.000;0.000;3.456;-40.562;-78.837;42.0
22.788;-91.407;-79.379;19.69;-0.022;0.000;0.000;3.453;-40.553;-78.824;42.1
22.798;-91.210;-79.376;19.66;-0.022;0.000;0.000;3.450;-40.544;-78.811;42.3
22.808;-91.014;-79.374;19.64;-0.022;0.000;0.000;3.448;-40.537;-78.796;42.4
22.818;-90.818;-79.372;19.61;-0.022;0.000;0.000;3.444;-40.533;-78.781;42.6
22.828;-90.622;-79.369;19.59;-0.022;0.000;0.000;3.442;-40.524;-78.764;42.8
22.838;-90.426;-79.367;19.56;-0.022;0.000;0.000;3.439;-40.518;-78.747;42.9
22.848;-90.231;-79.364;19.54;-0.022;0.000;0.000;3.437;-40.511;-78.729;43.1
22.858;-90.035;-79.362;19.51;-0.022;0.000;0.000;3.435;-40.504;-78.710;43.3
22.868;-89.840;-79.359;19.48;-0.022;0.000;0.000;3.432;-40.498;-78.690;43.4
22.878;-89.646;-79.356;19.46;-0.022;0.000;0.000;3.429;-40.498;-78.669;43.6
22.888;-89.451;-79.353;19.43;-0.022;0.000;0.000;3.427;-40.493;-78.648;43.8
22.898;-89.257;-79.350;19.41;-0.022;0.000;0.000;3.424;-40.489;-78.625;43.9
22.908;-89.063;-79.347;19.38;-0.022;0.000;0.000;3.422;-40.484;-78.602;44.1
22.918;-88.870;-79.344;19.36;-0.022;0.000;0.000;3.419;-40.481;-78.578;44.3
22.928;-88.676;-79.341;19.34;-0.022;0.000;0.000;3.417;-40.479;-78.553;44.4
22.938;-88.483;-79.338;19.31;-0.022;0.000;0.000;3.415;-40.468;-78.522;44.6
22.948;-88.290;-79.334;19.28;-0.022;0.000;0.000;3.413;-40.467;-78.495;44.8
22.958;-88.097;-79.331;19.26;-0.022;0.000;0.000;3.410;-40.469;-78.468;45.0
22.968;-87.905;-79.327;19.23;-0.022;0.000;0.000;3.408;-40.468;-78.440;45.1
22.978;-87.713;-79.323;19.21;-0.022;0.000;0.000;3.405;-40.471;-78.411;45.3
22.988;-87.521;-79.320;19.18;-0.022;0.000;0.000;3.404;-40.467;-78.394;45.4
22.998;-87.329;-79.316;19.16;-0.022;0.000;0.000;3.401;-40.469;-78.364;45.6
23.008;-87.138;-79.312;19.14;-0.022;0.000;0.000;3.399;-40.469;-78.333;45.7
23.018;-86.947;-79.307;19.11;-0.022;0.000;0.000;3.397;-40.472;-78.302;45.9
23.028;-86.756;-79.303;19.08;-0.022;0.000;0.000;3.395;-40.473;-78.271;46.1
23.038;-86.565;-79.299;19.06;-0.022;0.000;0.000;3.393;-40.469;-78.232;46.3
23.048;-86.375;-79.294;19.03;-0.022;0.000;0.000;3.391;-40.470;-78.198;46.4
23.058;-86.185;-79.289;19.01;-0.044;0.000;0.000;3.388;-40.474;-78.165;46.6
23.068;-85.995;-79.284;18.98;-0.044;0.000;0.000;3.386;-40.483;-78.126;46.8
23.078;-85.805;-79.279;18.96;-0.044;0.000;0.000;3.385;-40.478;-78.078;47.0
23.088;-85.616;-79.274;18.94;-0.044;0.000;0.000;3.383;-40.482;-78.038;47.2
23.098;-85.427;-79.269;18.91;-0.044;0.000;0.000;3.381;-40.489;-77.996;47.4
23.108;-85.238;-79.263;18.88;-0.044;0.000;0.000;3.380;-40.495;-77.953;47.6
23.118;-85.049;-79.258;18.86;-0.044;0.000;0.000;3.378;-40.506;-77.909;47.8
23.128;-84.861;-79.252;18.84;-0.044;0.000;0.000;3.377;-40.510;-77.864;48.1
23.138;-84.673;-79.245;18.81;-0.044;0.000;0.000;3.376;-40.514;-77.817;48.3
23.148;-84.485;-79.239;18.78;-0.044;0.000;0.000;3.374;-40.525;-77.769;48.5
23.158;-84.297;-79.233;18.76;-0.022;0.000;0.000;3.373;-40.533;-77.720;48.8
23.168;-84.110;-79.226;18.73;-0.022;0.000;0.000;3.373;-40.532;-77.693;48.9
23.178;-83.923;-79.219;18.71;-0.022;0.000;0.000;3.370;-40.547;-77.646;49.1
23.188;-83.736;-79.212;18.68;-0.022;0.000;0.000;3.371;-40.546;-77.589;49.4
23.198;-83.550;-79.205;18.66;-0.022;0.000;0.000;3.369;-40.555;-77.540;49.6
23.208;-83.363;-79.197;18.63;-0.022;0.000;0.000;3.368;-40.567;-77.491;49.8
23.218;-83.177;-79.190;18.61;-0.022;0.000;0.000;3.367;-40.578;-77.441;50.0
23.228;-82.992;-79.182;18.58;-0.022;0.000;0.000;3.365;-40.594;-77.392;50.1
23.238;-82.806;-79.174;18.56;-0.022;0.000;0.000;3.364;-40.605;-77.341;50.3
23.248;-82.621;-79.165;18.53;-0.022;0.000;0.000;3.363;-40.615;-77.290;50.5
23.258;-82.436;-79.157;18.51;-0.022;0.000;0.000;3.362;-40.625;-77.240;50.7
23.268;-82.251;-79.148;18.48;0.000;0.000;0.120;3.361;-40.638;-77.191;50.8
23.278;-82.067;-79.139;18.42;0.000;0.000;0.120;3.364;-40.645;-77.146;51.0
23.288;-81.883;-79.130;18.37;0.000;0.000;0.120;3.366;-40.668;-77.104;51.1
23.298;-81.700;-79.121;18.32;0.000;0.000;0.120;3.371;-40.671;-77.051;51.3
23.308;-81.517;-79.112;18.27;0.000;0.000;0.120;3.372;-40.694;-77.018;51.4
23.318;-81.335;-79.102;18.21;0.000;0.000;0.120;3.375;-40.696;-76.992;51.5
23.328;-81.154;-79.092;18.16;0.000;0.000;0.120;3.379;-40.711;-76.941;51.7
23.338;-80.973;-79.083;18.12;0.000;0.000;0.120;3.382;-40.730;-76.891;51.8
23.348;-80.792;-79.073;18.07;0.000;0.000;0.120;3.384;-40.749;-76.850;51.9
23.358;-80.612;-79.062;18.01;0.000;0.000;0.120;3.387;-40.764;-76.809;52.1
23.368;-80.433;-79.052;17.96;0.022;0.000;0.240;3.389;-40.784;-76.771;52.2
23.378;-80.254;-79.042;17.88;0.022;0.000;0.240;3.399;-40.795;-76.731;52.3
23.388;-80.076;-79.031;17.80;0.022;0.000;0.240;3.405;-40.814;-76.699;52.4
23.398;-79.899;-79.021;17.72;0.022;0.000;0.240;3.412;-40.832;-76.667;52.5
23.408;-79.722;-79.010;17.65;0.022;0.000;0.240;3.418;-40.854;-76.636;52.6
23.418;-79.546;-78.999;17.57;0.022;0.000;0.240;3.423;-40.880;-76.606;52.7
23.428;-79.372;-78.988;17.49;0.022;0.000;0.240;3.428;-40.905;-76.577;52.8
23.438;-79.197;-78.977;17.41;0.022;0.000;0.240;3.434;-40.906;-76.559;52.8
23.448;-79.024;-78.966;17.34;0.022;0.000;0.240;3.441;-40.948;-76.520;52.9
23.458;-78.851;-78.955;17.27;0.022;0.000;0.310;3.447;-40.970;-76.492;53.0
23.468;-78.680;-78.944;17.18;0.022;0.000;0.310;3.455;-40.991;-76.466;53.1
23.478;-78.509;-78.932;17.09;0.022;0.000;0.310;3.462;-40.998;-76.451;53.1
23.488;-78.339;-78.921;17.00;0.022;0.000;0.310;3.468;-41.034;-76.427;53.2
23.498;-78.170;-78.910;16.91;0.022;0.000;0.310;3.477;-41.056;-76.403;53.3
23.508;-78.002;-78.898;16.82;0.022;0.000;0.310;3.485;-41.083;-76.380;53.3
23.518;-77.834;-78.887;16.73;0.022;0.000;0.310;3.494;-41.109;-76.358;53.4
23.528;-77.668;-78.875;16.64;0.022;0.000;0.310;3.502;-41.136;-76.336;53.5
23.538;-77.502;-78.864;16.55;0.022;0.000;0.310;3.511;-41.162;-76.314;53.6
23.548;-77.338;-78.852;16.46;0.022;0.000;0.310;3.519;-41.192;-76.293;53.6
23.558;-77.174;-78.840;16.37;0.022;0.000;0.310;3.527;-41.221;-76.273;53.7
23.568;-77.011;-78.829;16.28;0.044;0.000;0.300;3.538;-41.264;-76.247;53.8
23.578;-76.850;-78.817;16.20;0.044;0.000;0.300;3.544;-41.271;-76.237;53.8
23.588;-76.689;-78.805;16.11;0.044;0.000;0.300;3.549;-41.314;-76.224;53.9
23.598;-76.528;-78.794;16.02;0.044;0.000;0.300;3.560;-41.338;-76.206;53.9
23.608;-76.369;-78.782;15.94;0.044;0.000;0.300;3.562;-41.378;-76.197;53.9
23.618;-76.211;-78.770;15.86;0.044;0.000;0.300;3.569;-41.430;-76.181;53.9
23.628;-76.053;-78.758;15.77;0.044;0.000;0.300;3.575;-41.441;-76.173;53.9
23.638;-75.896;-78.747;15.68;0.044;0.000;0.300;3.581;-41.500;-76.160;53.9
23.648;-75.740;-78.735;15.60;0.044;0.000;0.300;3.586;-41.512;-76.154;53.9
23.658;-75.585;-78.723;15.51;0.044;0.000;0.300;3.590;-41.556;-76.147;53.9
23.668;-75.431;-78.712;15.43;0.044;0.000;0.280;3.595;-41.593;-76.141;53.9
23.678;-75.278;-78.700;15.35;0.044;0.000;0.280;3.599;-41.633;-76.136;53.8
23.688;-75.125;-78.688;15.27;0.044;0.000;0.280;3.606;-41.665;-76.130;53.8
23.698;-74.973;-78.677;15.19;0.044;0.000;0.280;3.609;-41.705;-76.127;53.8
23.708;-74.822;-78.665;15.11;0.044;0.000;0.280;3.608;-41.753;-76.127;53.7
23.718;-74.672;-78.654;15.03;0.044;0.000;0.280;3.610;-41.793;-76.126;53.6
23.728;-74.523;-78.643;14.95;0.044;0.000;0.280;3.613;-41.832;-76.127;53.6
23.738;-74.374;-78.631;14.87;0.044;0.000;0.280;3.618;-41.871;-76.129;53.5
23.748;-74.226;-78.620;14.79;0.044;0.000;0.280;3.616;-41.928;-76.134;53.4
23.758;-74.079;-78.609;14.71;0.044;0.000;0.280;3.617;-41.972;-76.139;53.4
23.768;-73.933;-78.598;14.65;0.044;0.000;0.000;3.618;-42.012;-76.145;53.3
23.778;-73.787;-78.586;14.63;0.044;0.000;0.000;3.603;-42.063;-76.153;53.2
23.788;-73.641;-78.575;14.62;0.044;0.000;0.000;3.589;-42.106;-76.163;53.1
23.798;-73.496;-78.564;14.61;0.044;0.000;0.000;3.575;-42.148;-76.174;53.0
23.808;-73.350;-78.553;14.59;0.044;0.000;0.000;3.560;-42.189;-76.187;52.9
23.818;-73.205;-78.543;14.58;0.044;0.000;0.000;3.546;-42.227;-76.201;52.8
23.828;-73.059;-78.532;14.56;0.044;0.000;0.000;3.530;-42.271;-76.217;52.7
23.838;-72.914;-78.521;14.54;0.044;0.000;0.000;3.515;-42.308;-76.235;52.6
23.848;-72.769;-78.510;14.53;0.044;0.000;0.000;3.499;-42.351;-76.254;52.5
23.858;-72.624;-78.500;14.51;0.044;0.000;0.000;3.482;-42.394;-76.276;52.4
23.868;-72.480;-78.489;14.49;0.044;0.000;0.000;3.464;-42.444;-76.299;52.3
23.878;-72.335;-78.479;14.47;0.044;0.000;0.000;3.447;-42.486;-76.323;52.2
23.888;-72.191;-78.469;14.45;0.044;0.000;0.000;3.429;-42.533;-76.349;52.1
23.898;-72.047;-78.459;14.43;0.044;0.000;0.000;3.412;-42.573;-76.376;52.0
23.908;-71.903;-78.449;14.42;0.044;0.000;0.000;3.394;-42.614;-76.404;51.8
23.918;-71.760;-78.439;14.40;0.044;0.000;0.000;3.375;-42.659;-76.434;51.7
23.928;-71.616;-78.429;14.38;0.044;0.000;0.000;3.355;-42.710;-76.466;51.6
23.938;-71.473;-78.420;14.36;0.044;0.000;0.000;3.337;-42.751;-76.498;51.5
23.948;-71.330;-78.411;14.34;0.044;0.000;0.000;3.319;-42.794;-76.531;51.4
23.958;-71.187;-78.401;14.32;0.044;0.000;0.000;3.299;-42.838;-76.566;51.3
23.968;-71.044;-78.392;14.29;0.044;0.000;0.000;3.280;-42.881;-76.601;51.2
23.978;-70.901;-78.384;14.28;0.044;0.000;0.000;3.261;-42.924;-76.637;51.1
23.988;-70.759;-78.375;14.26;0.044;0.000;0.000;3.239;-42.976;-76.675;51.0
23.998;-70.617;-78.367;14.24;0.044;0.000;0.000;3.217;-43.030;-76.714;50.8
24.008;-70.475;-78.358;14.22;0.044;0.000;0.000;3.197;-43.074;-76.753;50.7
24.018;-70.333;-78.350;14.20;0.044;0.000;0.000;3.177;-43.115;-76.793;50.6
24.028;-70.191;-78.342;14.18;0.044;0.000;0.000;3.159;-43.152;-76.833;50.5
24.038;-70.050;-78.335;14.16;0.044;0.000;0.000;3.139;-43.197;-76.875;50.4
24.048;-69.909;-78.327;14.14;0.044;0.000;0.000;3.117;-43.252;-76.909;50.3
24.058;-69.767;-78.320;14.12;0.044;0.000;0.000;3.097;-43.288;-76.960;50.2
24.068;-69.626;-78.313;14.10;0.044;0.000;0.000;3.075;-43.344;-76.995;50.1
24.078;-69.486;-78.307;14.08;0.044;0.000;0.000;3.053;-43.392;-77.039;50.0
24.088;-69.345;-78.300;14.06;0.044;0.000;0.000;3.032;-43.432;-77.092;49.9
24.098;-69.205;-78.294;14.04;0.044;0.000;0.000;3.009;-43.486;-77.137;49.8
24.108;-69.065;-78.288;14.02;0.044;0.000;0.000;2.987;-43.532;-77.182;49.7
24.118;-68.925;-78.282;14.00;0.044;0.000;0.000;2.965;-43.581;-77.228;49.6
24.128;-68.785;-78.277;13.98;0.044;0.000;0.000;2.942;-43.633;-77.275;49.5
24.138;-68.645;-78.271;13.96;0.044;0.000;0.000;2.922;-43.674;-77.321;49.4
24.148;-68.506;-78.266;13.94;0.044;0.000;0.000;2.898;-43.730;-77.368;49.2
24.158;-68.366;-78.262;13.93;0.044;0.000;0.000;2.877;-43.772;-77.415;49.1
24.168;-68.227;-78.257;13.91;0.044;0.000;0.000;2.855;-43.821;-77.462;49.0
24.178;-68.088;-78.253;13.89;0.044;0.000;0.000;2.824;-43.897;-77.520;48.9
24.188;-67.950;-78.249;13.87;0.044;0.000;0.000;2.802;-43.945;-77.568;48.8
24.198;-67.811;-78.245;13.85;0.044;0.000;0.000;2.782;-43.987;-77.616;48.7
24.208;-67.673;-78.242;13.83;0.044;0.000;0.000;2.756;-44.050;-77.664;48.5
24.218;-67.535;-78.239;13.81;0.044;0.000;0.000;2.735;-44.095;-77.712;48.4
24.228;-67.397;-78.236;13.79;0.044;0.000;0.000;2.714;-44.140;-77.760;48.4
24.238;-67.259;-78.234;13.77;0.044;0.000;0.000;2.691;-44.198;-77.799;48.2
24.248;-67.122;-78.231;13.75;0.044;0.000;0.000;2.669;-44.247;-77.847;48.1
24.258;-66.984;-78.229;13.73;0.044;0.000;0.000;2.647;-44.297;-77.895;48.0
24.268;-66.847;-78.228;13.71;0.044;0.000;0.000;2.626;-44.341;-77.944;47.9
24.278;-66.710;-78.226;13.69;0.044;0.000;0.000;2.604;-44.400;-77.982;47.8
24.288;-66.573;-78.225;13.67;0.044;0.000;0.000;2.580;-44.455;-78.030;47.7
24.298;-66.437;-78.224;13.65;0.044;0.000;0.000;2.556;-44.507;-78.088;47.6
24.308;-66.300;-78.224;13.63;0.044;0.000;0.000;2.534;-44.564;-78.126;47.5
24.318;-66.164;-78.224;13.61;0.044;0.000;0.000;2.510;-44.619;-78.174;47.4
24.328;-66.028;-78.224;13.59;0.044;0.000;0.000;2.487;-44.673;-78.221;47.3
24.338;-65.892;-78.224;13.57;0.044;0.000;0.000;2.454;-44.753;-78.288;47.1
24.348;-65.757;-78.225;13.55;0.044;0.000;0.000;2.433;-44.803;-78.335;47.0
24.358;-65.621;-78.226;13.54;0.044;0.000;0.000;2.410;-44.855;-78.381;46.9
24.368;-65.486;-78.227;13.51;0.044;0.000;0.000;2.387;-44.910;-78.428;46.8
24.378;-65.351;-78.229;13.49;0.044;0.000;0.000;2.365;-44.973;-78.465;46.7
24.388;-65.216;-78.231;13.48;0.044;0.000;0.000;2.340;-45.028;-78.520;46.6
24.398;-65.081;-78.233;13.46;0.044;0.000;0.000;2.317;-45.090;-78.557;46.4
24.408;-64.947;-78.236;13.43;0.044;0.000;0.000;2.295;-45.144;-78.602;46.3
24.418;-64.813;-78.238;13.42;0.044;0.000;0.000;2.272;-45.199;-78.647;46.2
24.428;-64.679;-78.242;13.40;0.044;0.000;0.000;2.251;-45.257;-78.683;46.1
24.438;-64.545;-78.245;13.38;0.044;0.000;0.000;2.227;-45.311;-78.736;46.0
24.448;-64.411;-78.249;13.36;0.044;0.000;0.000;2.204;-45.377;-78.771;45.9
24.458;-64.278;-78.253;13.34;0.044;0.000;0.000;2.181;-45.434;-78.815;45.8
24.468;-64.145;-78.257;13.32;0.044;0.000;0.000;2.147;-45.524;-78.875;45.6
24.478;-64.012;-78.262;13.30;0.022;0.000;0.000;2.124;-45.584;-78.916;45.5
24.488;-63.879;-78.267;13.28;0.022;0.000;0.000;2.100;-45.649;-78.954;45.4
24.498;-63.747;-78.272;13.26;0.022;0.000;0.000;2.077;-45.713;-78.992;45.3
24.508;-63.614;-78.278;13.24;0.022;0.000;0.000;2.054;-45.771;-79.029;45.3
24.518;-63.482;-78.284;13.22;0.022;0.000;0.000;2.032;-45.830;-79.065;45.2
24.528;-63.350;-78.290;13.20;0.022;0.000;0.000;2.009;-45.893;-79.101;45.1
24.538;-63.218;-78.296;13.19;0.022;0.000;0.000;1.998;-45.926;-79.114;45.1
24.548;-63.087;-78.303;13.16;0.022;0.000;0.000;1.963;-46.023;-79.168;45.0
24.558;-62.955;-78.310;13.15;0.022;0.000;0.000;1.940;-46.086;-79.201;45.0
24.568;-62.824;-78.317;13.13;0.022;0.000;0.000;1.925;-46.129;-79.220;44.9
24.578;-62.693;-78.324;13.11;0.044;0.000;0.850;1.901;-46.193;-79.258;44.9
24.588;-62.563;-78.332;12.95;0.044;0.000;0.850;1.889;-46.263;-79.278;44.8
24.598;-62.435;-78.339;12.83;0.044;0.000;0.850;1.884;-46.327;-79.307;44.8
24.608;-62.307;-78.347;12.75;0.044;0.000;0.850;1.870;-46.394;-79.335;44.7
24.618;-62.181;-78.356;12.66;0.044;0.000;0.850;1.855;-46.469;-79.367;44.5
24.628;-62.055;-78.364;12.57;0.044;0.000;0.850;1.840;-46.538;-79.394;44.4
24.638;-61.930;-78.372;12.49;0.044;0.000;0.850;1.825;-46.612;-79.415;44.2
24.648;-61.806;-78.381;12.41;0.044;0.000;0.850;1.811;-46.677;-79.442;44.0
24.658;-61.682;-78.390;12.32;0.044;0.000;0.850;1.798;-46.741;-79.470;43.8
24.668;-61.560;-78.399;12.24;0.044;0.000;0.850;1.781;-46.819;-79.497;43.6
24.678;-61.439;-78.409;12.16;0.044;0.000;0.850;1.766;-46.889;-79.524;43.4
24.688;-61.318;-78.418;12.07;0.044;0.000;1.000;1.751;-46.959;-79.553;43.2
24.698;-61.198;-78.428;11.99;0.044;0.000;1.000;1.736;-47.027;-79.588;42.9
24.708;-61.079;-78.438;11.91;0.044;0.000;1.000;1.720;-47.101;-79.616;42.7
24.718;-60.961;-78.449;11.83;0.044;0.000;1.000;1.703;-47.177;-79.638;42.4
24.728;-60.844;-78.459;11.74;0.044;0.000;1.000;1.687;-47.248;-79.667;42.2
24.738;-60.727;-78.470;11.66;0.044;0.000;1.000;1.670;-47.322;-79.696;41.9
24.748;-60.612;-78.481;11.58;0.044;0.000;1.000;1.654;-47.394;-79.726;41.7
24.758;-60.497;-78.492;11.49;0.044;0.000;1.000;1.638;-47.465;-79.756;41.4
24.768;-60.383;-78.503;11.41;0.044;0.000;1.000;1.622;-47.537;-79.785;41.2
24.778;-60.270;-78.515;11.32;0.044;0.000;1.000;1.605;-47.608;-79.808;40.9
24.788;-60.158;-78.527;11.24;0.044;0.000;1.000;1.581;-47.715;-79.849;40.5
24.798;-60.047;-78.539;11.16;0.044;0.000;1.000;1.573;-47.750;-79.868;40.4
24.808;-59.936;-78.552;11.08;0.044;0.000;1.000;1.545;-47.869;-79.909;39.9
24.818;-59.827;-78.564;10.99;0.044;0.000;1.000;1.527;-47.948;-79.938;39.6
24.828;-59.718;-78.577;10.91;0.044;0.000;1.000;1.510;-48.020;-79.968;39.3
24.838;-59.610;-78.591;10.83;0.044;0.000;1.000;1.492;-48.094;-79.998;39.0
24.848;-59.503;-78.604;10.74;0.044;0.000;1.000;1.475;-48.168;-80.027;38.7
