# Participant=P001, Scenario=C1A, Modality=Multimodal
Time;PosX;PosZ;Speed;Steer;Throttle;Brake;TTC;PredCrashX;PredCrashZ;CrashAngle
101.866;-108.117;-80.175;12.03;-0.022;0.370;0.000;5.976;-43.487;-89.429;24.5
101.876;-107.998;-80.192;12.04;-0.022;0.360;0.000;5.962;-43.464;-89.400;24.7
101.886;-107.879;-80.209;12.04;-0.022;0.360;0.000;5.955;-43.453;-89.385;24.8
101.896;-107.760;-80.226;12.04;-0.022;0.360;0.000;5.949;-43.443;-89.368;24.9
101.906;-107.641;-80.243;12.04;-0.022;0.360;0.000;5.943;-43.433;-89.351;25.0
101.916;-107.522;-80.260;12.04;-0.022;0.360;0.000;5.937;-43.423;-89.333;25.1
101.926;-107.402;-80.276;12.04;-0.022;0.360;0.000;5.924;-43.401;-89.288;25.3
101.936;-107.283;-80.293;12.04;-0.022;0.360;0.000;5.916;-43.388;-89.262;25.4
101.946;-107.164;-80.310;12.04;-0.022;0.360;0.000;5.909;-43.376;-89.233;25.5
101.956;-107.045;-80.326;12.04;-0.022;0.360;0.000;5.903;-43.367;-89.210;25.5
101.966;-106.925;-80.343;12.04;-0.022;0.360;0.000;5.897;-43.357;-89.185;25.6
101.976;-106.806;-80.359;12.04;-0.022;0.360;0.000;5.891;-43.348;-89.160;25.7
101.986;-106.687;-80.376;12.04;-0.022;0.360;0.000;5.879;-43.330;-89.107;25.9
101.996;-106.567;-80.392;12.05;-0.022;0.360;0.000;5.872;-43.318;-89.073;26.0
102.006;-106.448;-80.408;12.05;-0.022;0.360;0.000;5.872;-43.318;-89.073;26.0
102.016;-106.329;-80.425;12.05;-0.022;0.360;0.000;5.861;-43.304;-89.022;26.1
102.026;-106.209;-80.441;12.04;-0.022;0.360;0.000;5.852;-43.291;-88.978;26.2
102.036;-106.090;-80.457;12.05;-0.022;0.360;0.000;5.846;-43.283;-88.947;26.3
102.046;-105.970;-80.473;12.05;-0.022;0.360;0.000;5.840;-43.276;-88.916;26.4
