ParticipantID: P001
Time;PosX;PosZ;Speed;Steer;Throttle;BrakeF;TTC;PredCrashX;PredCrashZ;CrashAngle
7.346;4.653;7.248;8.87;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.356;4.645;7.336;8.80;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.366;4.636;7.423;8.74;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.376;4.628;7.510;8.67;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.386;4.619;7.596;8.60;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.396;4.611;7.681;8.53;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.406;4.602;7.766;8.47;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.416;4.594;7.849;8.40;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.426;4.586;7.933;8.33;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.436;4.577;8.015;8.26;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.446;4.569;8.097;8.20;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.456;4.561;8.178;8.13;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.466;4.552;8.258;8.06;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.476;4.544;8.338;7.99;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.486;4.536;8.417;7.92;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.496;4.527;8.496;7.85;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.506;4.519;8.573;7.79;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.516;4.511;8.650;7.72;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.526;4.502;8.727;7.65;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.536;4.494;8.802;7.58;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.546;4.486;8.877;7.51;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.556;4.478;8.951;7.44;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.566;4.469;9.025;7.37;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.576;4.461;9.098;7.30;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.586;4.452;9.170;7.24;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.596;4.444;9.241;7.17;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.606;4.436;9.312;7.10;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.616;4.427;9.382;7.03;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.626;4.419;9.452;6.96;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.636;4.410;9.520;6.89;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.646;4.402;9.588;6.82;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.656;4.393;9.655;6.75;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.666;4.385;9.722;6.68;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.676;4.376;9.788;6.61;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.686;4.367;9.853;6.54;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.696;4.359;9.917;6.47;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.706;4.350;9.981;6.40;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.716;4.341;10.044;6.34;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.726;4.332;10.106;6.26;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.736;4.323;10.168;6.20;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.746;4.314;10.229;6.13;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.756;4.305;10.289;6.06;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.766;4.296;10.349;5.99;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.776;4.287;10.407;5.92;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.786;4.278;10.465;5.85;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.796;4.269;10.522;5.70;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.806;4.259;10.580;5.91;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.816;4.249;10.639;5.99;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.826;4.238;10.698;6.07;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.836;4.227;10.758;6.10;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.846;4.216;10.818;6.12;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.856;4.204;10.878;6.12;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.866;4.192;10.938;6.12;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.876;4.179;10.998;6.11;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.886;4.167;11.058;6.11;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.896;4.154;11.117;6.10;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.906;4.141;11.177;6.09;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.916;4.127;11.236;6.09;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.926;4.114;11.296;6.08;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.936;4.100;11.355;6.08;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.946;4.087;11.414;6.07;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.956;4.073;11.473;6.06;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.966;4.059;11.532;6.06;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.976;4.045;11.591;6.06;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.986;4.030;11.650;6.05;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
7.996;4.016;11.709;6.05;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.006;4.002;11.767;6.04;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.016;3.987;11.826;6.04;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.026;3.972;11.885;6.04;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.036;3.958;11.943;5.96;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.046;3.942;12.000;5.89;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.056;3.926;12.056;5.84;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.066;3.910;12.112;5.80;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.076;3.892;12.167;5.78;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.086;3.874;12.222;5.76;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.096;3.856;12.276;5.74;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.106;3.836;12.330;5.72;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.116;3.816;12.384;5.70;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.126;3.795;12.437;5.68;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.136;3.773;12.489;5.65;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.146;3.751;12.541;5.62;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.156;3.728;12.592;5.60;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.166;3.704;12.642;5.57;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.176;3.680;12.692;5.54;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.186;3.654;12.741;5.51;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.196;3.629;12.790;5.55;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.206;3.602;12.839;5.58;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.216;3.576;12.888;5.59;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.226;3.549;12.937;5.60;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.236;3.521;12.986;5.59;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.246;3.494;13.035;5.59;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.256;3.466;13.083;5.59;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.266;3.437;13.131;5.58;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.276;3.409;13.179;5.58;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.286;3.380;13.227;5.57;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.296;3.352;13.275;5.57;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.306;3.323;13.322;5.56;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.316;3.294;13.370;5.56;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.326;3.264;13.417;5.56;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.336;3.235;13.464;5.55;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.346;3.205;13.511;5.55;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.356;3.176;13.558;5.55;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.366;3.146;13.605;5.55;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.376;3.116;13.652;5.54;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.386;3.086;13.698;5.54;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.396;3.056;13.745;5.54;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.406;3.026;13.791;5.53;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.416;2.997;13.837;5.43;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.426;2.968;13.883;5.39;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.436;2.941;13.929;5.37;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.446;2.914;13.976;5.36;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.456;2.887;14.022;5.35;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.466;2.861;14.069;5.33;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.476;2.836;14.116;5.32;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.486;2.812;14.163;5.31;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.496;2.788;14.210;5.29;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.506;2.765;14.258;5.27;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.516;2.743;14.305;5.25;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.526;2.721;14.353;5.24;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.536;2.700;14.401;5.22;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.546;2.680;14.449;5.20;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.556;2.661;14.497;5.18;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.566;2.643;14.546;5.16;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.576;2.626;14.594;5.14;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.586;2.609;14.643;5.12;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.596;2.593;14.691;5.10;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.606;2.578;14.740;5.08;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.616;2.564;14.788;5.05;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.626;2.551;14.837;5.03;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.636;2.538;14.886;5.01;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.646;2.527;14.934;4.99;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.656;2.516;14.983;4.97;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.666;2.507;15.032;4.95;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.676;2.498;15.080;4.92;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.686;2.490;15.128;4.90;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.696;2.482;15.177;4.88;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.706;2.476;15.225;4.86;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.716;2.471;15.273;4.84;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.726;2.466;15.321;4.81;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.736;2.462;15.369;4.79;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.746;2.459;15.417;4.77;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.756;2.457;15.464;4.75;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.766;2.456;15.512;4.72;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.776;2.456;15.559;4.70;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.786;2.457;15.606;4.68;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.796;2.458;15.652;4.66;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.806;2.460;15.699;4.64;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.816;2.463;15.745;4.61;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.826;2.467;15.791;4.59;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.836;2.472;15.836;4.57;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.846;2.477;15.882;4.55;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.856;2.483;15.926;4.53;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.866;2.490;15.971;4.51;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.876;2.498;16.015;4.49;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.886;2.507;16.059;4.47;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.896;2.516;16.103;4.45;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.906;2.526;16.146;4.43;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.916;2.537;16.189;4.41;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.926;2.548;16.232;4.40;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.936;2.560;16.274;4.38;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.946;2.573;16.316;4.36;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.956;2.587;16.357;4.34;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.966;2.601;16.398;4.32;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.976;2.616;16.438;4.31;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.986;2.631;16.478;4.29;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
8.996;2.648;16.518;4.28;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.006;2.664;16.557;4.26;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.016;2.682;16.596;4.25;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.026;2.700;16.634;4.23;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.036;2.718;16.672;4.22;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.046;2.737;16.710;4.20;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.056;2.757;16.747;4.19;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.066;2.777;16.784;4.18;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.076;2.798;16.820;4.16;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.086;2.819;16.855;4.15;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.096;2.841;16.891;4.13;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.106;2.863;16.925;4.12;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.116;2.886;16.960;4.11;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.126;2.909;16.994;4.10;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.136;2.933;17.027;4.09;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.146;2.957;17.060;4.11;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.156;2.981;17.094;4.13;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.166;3.005;17.127;4.14;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.176;3.029;17.161;4.15;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.186;3.053;17.195;4.15;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.196;3.077;17.228;4.15;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.206;3.101;17.262;4.15;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.216;3.126;17.296;4.15;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.226;3.150;17.330;4.14;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.236;3.174;17.363;4.14;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.246;3.197;17.397;4.14;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
9.256;3.221;17.431;4.14;0.000;0.000;0.000;Infinity;0.000;0.000;0.0
